"Date","Price","Open","High","Low","Change %"
"05/29/2023","1.780","1.900","1.900","1.780","-6.32%"
"05/28/2023","1.900","1.900","1.900","1.780","0.00%"
"05/27/2023","1.900","1.900","1.900","1.900","5.56%"
"05/26/2023","1.800","1.820","1.970","1.720","1.12%"
"05/25/2023","1.780","1.820","1.880","1.780","-1.11%"
"05/24/2023","1.800","1.830","1.840","1.690","2.86%"
"05/23/2023","1.750","1.750","1.830","1.710","2.34%"
"05/22/2023","1.710","1.740","1.750","1.680","-5.00%"
"05/21/2023","1.800","1.710","1.800","1.710","5.26%"
"05/20/2023","1.710","1.790","1.800","1.710","0.00%"
"05/19/2023","1.710","1.730","1.790","1.640","0.59%"
"05/18/2023","1.700","1.730","1.780","1.690","0.00%"
"05/17/2023","1.700","1.730","1.780","1.650","0.59%"
"05/16/2023","1.690","1.730","1.780","1.630","0.60%"
"05/15/2023","1.680","1.730","1.760","1.630","-0.59%"
"05/14/2023","1.690","1.730","1.760","1.690","-2.31%"
"05/13/2023","1.730","1.730","1.730","1.730","3.59%"
"05/12/2023","1.670","1.730","1.750","1.640","-4.57%"
"05/11/2023","1.750","1.740","1.750","1.640","0.00%"
"05/10/2023","1.750","1.740","1.750","1.630","0.00%"
"05/09/2023","1.750","1.740","1.780","1.610","6.06%"
"05/08/2023","1.650","1.860","1.860","1.620","-5.17%"
"05/07/2023","1.740","1.800","1.860","1.740","-6.45%"
"05/06/2023","1.860","1.740","1.860","1.740","6.29%"
"05/05/2023","1.750","1.780","1.820","1.610","0.57%"
"05/04/2023","1.740","1.780","1.860","1.670","0.00%"
"05/03/2023","1.740","1.850","1.890","1.710","-3.87%"
"05/02/2023","1.810","1.880","1.880","1.740","0.56%"
"05/01/2023","1.800","1.910","1.910","1.800","-4.26%"
"04/30/2023","1.880","1.880","1.880","1.880","4.44%"
"04/28/2023","1.800","1.780","1.890","1.740","0.00%"
"04/27/2023","1.800","1.860","1.880","1.690","1.69%"
"04/26/2023","1.770","1.820","1.970","1.690","-0.56%"
"04/25/2023","1.780","1.820","1.890","1.780","0.00%"
"04/24/2023","1.780","1.820","1.900","1.750","1.14%"
"04/23/2023","1.760","1.860","1.860","1.760","-3.30%"
"04/22/2023","1.820","1.820","1.820","1.820","3.41%"
"04/21/2023","1.760","1.800","1.860","1.720","0.00%"
"04/20/2023","1.760","1.800","1.910","1.730","0.00%"
"04/19/2023","1.760","1.800","1.900","1.690","0.00%"
"04/18/2023","1.760","1.920","1.920","1.740","-2.22%"
"04/17/2023","1.800","1.900","1.910","1.750","-5.26%"
"04/16/2023","1.900","1.730","1.900","1.730","9.83%"
"04/15/2023","1.730","1.880","1.900","1.730","0.00%"
"04/14/2023","1.730","1.850","1.900","1.730","0.00%"
"04/13/2023","1.730","1.850","1.890","1.720","0.00%"
"04/12/2023","1.730","1.850","1.850","1.690","0.00%"
"04/11/2023","1.730","1.850","1.850","1.630","0.00%"
"04/10/2023","1.730","1.850","1.850","1.730","0.00%"
"04/09/2023","1.730","1.780","1.850","1.730","-6.49%"
"04/08/2023","1.850","1.760","1.850","1.730","0.54%"
"04/07/2023","1.840","1.850","1.850","1.730","6.36%"
"04/06/2023","1.730","1.850","1.900","1.680","-5.98%"
"04/05/2023","1.840","1.750","1.920","1.710","-1.08%"
"04/04/2023","1.860","1.750","1.950","1.750","0.00%"
"04/03/2023","1.860","1.650","1.910","1.650","12.73%"
"04/02/2023","1.650","1.830","1.870","1.650","-9.84%"
"04/01/2023","1.830","1.870","1.870","1.650","-0.54%"
"03/31/2023","1.840","1.800","1.950","1.750","5.14%"
"03/30/2023","1.750","1.780","1.920","1.690","0.00%"
"03/29/2023","1.750","1.790","1.830","1.740","0.00%"
"03/28/2023","1.750","1.740","1.790","1.670","2.34%"
"03/27/2023","1.710","1.780","1.810","1.610","-0.58%"
"03/26/2023","1.720","1.810","1.810","1.720","-3.37%"
"03/25/2023","1.780","1.780","1.780","1.780","4.09%"
"03/24/2023","1.710","1.720","1.930","1.550","0.00%"
"03/23/2023","1.710","1.570","1.950","1.570","3.64%"
"03/22/2023","1.650","1.400","1.850","1.360","21.32%"
"03/21/2023","1.360","1.380","1.710","1.340","1.49%"
"03/20/2023","1.340","1.510","1.600","1.310","-5.63%"
"03/19/2023","1.420","1.420","1.510","1.420","0.00%"
"03/18/2023","1.420","1.490","1.510","1.420","-5.96%"
"03/17/2023","1.510","1.350","1.630","1.350","16.15%"
"03/16/2023","1.300","1.340","1.580","1.200","-10.96%"
"03/15/2023","1.460","1.780","1.870","1.310","-5.19%"
"03/14/2023","1.540","1.900","1.900","1.480","-10.98%"
"03/13/2023","1.730","1.960","2.230","1.510","-11.73%"
"03/12/2023","1.960","2.030","2.060","1.960","0.00%"
"03/11/2023","1.960","2.060","2.060","1.960","0.00%"
"03/10/2023","1.960","2.070","2.190","1.960","-2.97%"
"03/09/2023","2.020","2.080","2.090","1.970","0.50%"
"03/08/2023","2.010","2.030","2.080","1.920","3.61%"
"03/07/2023","1.940","2.030","2.040","1.650","5.43%"
"03/06/2023","1.840","1.760","1.970","1.630","12.20%"
"03/05/2023","1.640","1.630","1.760","1.630","0.61%"
"03/04/2023","1.630","1.760","1.760","1.630","-1.21%"
"03/03/2023","1.650","1.760","1.810","1.610","2.48%"
"03/02/2023","1.610","1.730","1.850","1.610","0.00%"
"03/01/2023","1.610","1.690","1.730","1.610","-4.73%"
"02/28/2023","1.690","1.680","1.700","1.570","6.96%"
"02/27/2023","1.580","1.680","1.720","1.560","-2.47%"
"02/26/2023","1.620","1.560","1.680","1.560","3.85%"
"02/24/2023","1.560","1.670","1.680","1.530","0.00%"
"02/23/2023","1.560","1.580","1.610","1.540","1.30%"
"02/22/2023","1.540","1.650","1.680","1.540","0.00%"
"02/21/2023","1.540","1.640","1.650","1.520","1.32%"
"02/20/2023","1.520","1.680","1.680","1.520","-0.65%"
"02/19/2023","1.530","1.550","1.670","1.530","-2.55%"
"02/18/2023","1.570","1.680","1.680","1.570","1.29%"
"02/17/2023","1.550","1.620","1.680","1.500","1.97%"
"02/16/2023","1.520","1.660","1.660","1.510","0.66%"
"02/15/2023","1.510","1.620","1.660","1.500","0.00%"
"02/14/2023","1.510","1.600","1.620","1.480","2.03%"
"02/13/2023","1.480","1.540","1.610","1.480","0.00%"
"02/12/2023","1.480","1.490","1.580","1.480","-1.33%"
"02/10/2023","1.500","1.520","1.580","1.460","1.35%"
"02/09/2023","1.480","1.540","1.600","1.470","-1.33%"
"02/08/2023","1.500","1.510","1.560","1.450","2.74%"
"02/07/2023","1.460","1.490","1.570","1.440","1.39%"
"02/06/2023","1.440","1.440","1.520","1.410","-3.36%"
"02/05/2023","1.490","1.420","1.490","1.420","4.93%"
"02/04/2023","1.420","1.420","1.420","1.420","0.00%"
"02/03/2023","1.420","1.440","1.490","1.390","0.00%"
"02/02/2023","1.420","1.480","1.540","1.380","0.00%"
"02/01/2023","1.420","1.490","1.570","1.420","-2.07%"
"01/31/2023","1.450","1.420","1.560","1.420","1.40%"
"01/30/2023","1.430","1.420","1.450","1.420","0.70%"
"01/29/2023","1.420","1.420","1.420","1.420","-4.05%"
"01/28/2023","1.480","1.420","1.480","1.420","3.50%"
"01/27/2023","1.430","1.420","1.510","1.360","0.70%"
"01/26/2023","1.420","1.400","1.490","1.380","0.00%"
"01/25/2023","1.420","1.430","1.500","1.340","2.16%"
"01/24/2023","1.390","1.380","1.500","1.370","-0.71%"
"01/23/2023","1.400","1.370","1.520","1.370","0.00%"
"01/22/2023","1.400","1.370","1.440","1.370","0.00%"
"01/20/2023","1.400","1.290","1.490","1.290","0.00%"
"01/19/2023","1.400","1.350","1.460","1.290","0.00%"
"01/18/2023","1.400","1.330","1.500","1.290","-2.78%"
"01/17/2023","1.440","1.310","1.530","1.310","0.00%"
"01/16/2023","1.440","1.250","1.500","1.250","1.41%"
"01/15/2023","1.420","1.460","1.460","1.230","-2.74%"
"01/14/2023","1.460","1.230","1.460","1.230","0.00%"
"01/13/2023","1.460","1.310","1.550","1.230","-2.01%"
"01/12/2023","1.490","1.370","1.550","1.310","0.68%"
"01/11/2023","1.480","1.370","1.550","1.360","-0.67%"
"01/10/2023","1.490","1.480","1.550","1.340","0.68%"
"01/09/2023","1.480","1.530","1.550","1.340","-0.67%"
"01/08/2023","1.490","1.480","1.550","1.480","0.68%"
"01/07/2023","1.480","1.480","1.480","1.480","0.00%"
"01/06/2023","1.480","1.440","1.550","1.400","-0.67%"
"01/05/2023","1.490","1.510","1.550","1.410","0.00%"
"01/04/2023","1.490","1.400","1.600","1.360","-3.87%"
"01/03/2023","1.550","1.600","1.600","1.440","0.00%"
"01/02/2023","1.550","1.600","1.640","1.470","0.00%"
"01/01/2023","1.550","1.560","1.560","1.400","-0.64%"
