Date,Last Price,Volume,SMAVG (15)
2022-03-08,393.7,697534,533262.0
2022-03-07,389.7,805363,504681.0
2022-03-04,395.8,609766,483843.0
2022-03-03,410.4,370990,468449.0
2022-03-02,411.2,588981,486993.0
2022-03-01,410.0,567316,474873.0
2022-02-28,421.6,580141,456112.0
2022-02-25,422.7,544219,439244.0
2022-02-24,412.7,735397,424430.0
2022-02-23,425.1,386990,396403.0
2022-02-22,424.0,511419,387424.0
2022-02-21,425.9,377266,373964.0
2022-02-18,433.8,433037,368586.0
2022-02-17,434.8,502380,370944.0
2022-02-16,442.0,288133,372069.0
2022-02-15,445.1,268817,372873.0
2022-02-14,443.0,492791,383536.0
2022-02-11,451.7,378856,386251.0
2022-02-10,446.1,649149,397185.0
2022-02-09,451.6,407178,374466.0
2022-02-08,445.5,285908,371474.0
2022-02-07,444.3,327115,369638.0
2022-02-04,438.5,322009,370885.0
2022-02-03,443.8,314994,368572.0
2022-02-02,441.4,252313,377900.0
2022-02-01,440.0,309515,386048.0
2022-01-31,440.7,296600,393179.0
2022-01-28,441.0,468398,406067.0
2022-01-27,446.1,519264,395053.0
2022-01-26,438.4,300189,380222.0
2022-01-25,432.1,428757,379755.0
2022-01-24,423.1,533524,374437.0
2022-01-21,433.2,542856,355457.0
2022-01-20,439.8,308363,333617.0
2022-01-19,439.6,362307,322882.0
2022-01-18,438.7,258360,309619.0
2022-01-17,439.6,345827,299163.0
2022-01-14,434.9,287314,287588.0
2022-01-13,436.8,454920,279034.0
2022-01-12,430.6,374531,264138.0
2022-01-11,427.7,416476,262117.0
2022-01-10,423.4,489925,284152.0
2022-01-07,420.0,303177,273807.0
2022-01-06,413.9,296804,270316.0
2022-01-05,413.0,293190,267981.0
2022-01-04,410.3,348978,262269.0
2022-01-03,406.6,248834,250237.0
2021-12-30,400.4,215245,250037.0
2021-12-29,401.8,147346,251463.0
2021-12-28,404.0,163352,256604.0
2021-12-27,398.9,101521,265831.0
2021-12-23,398.0,172208,276050.0
2021-12-22,393.7,159003,282848.0
2021-12-21,394.0,231478,293098.0
2021-12-20,387.2,344217,316259.0
2021-12-17,391.8,746997,314781.0
2021-12-16,391.2,334749,296786.0
2021-12-15,387.3,250821,284214.0
2021-12-14,384.0,261776,286117.0
2021-12-13,384.9,207512,287626.0
2021-12-10,387.3,168500,293392.0
2021-12-09,387.7,245836,312568.0
2021-12-08,392.2,236628,314496.0
2021-12-07,393.8,224469,311745.0
2021-12-06,392.2,301756,308667.0
